stoxxId,name,owner,totalPatents,technologyName,technologyCode,totalPatentsInTechnology,worldClassPatentsInTechnology,specialisation,environment,environmentWorldClass
665768,EconsightMetaverse,,6616,"VR & AR, XR, Meta",IC5.2.10.,24,0,0.0036,40,0
HAS,EconsightMetaverse,,132,3D Image Modelling,IC5.3.1.,5,0,0.0379,7,0
HAS,EconsightMetaverse,,132,Avatar,IC5.2.1.,2,0,0.0152,7,0
HAS,EconsightMetaverse,,132,"VR & AR, XR, Meta",IC5.2.10.,6,0,0.0455,7,0
COF,EconsightMetaverse,,2875,Blockchain,7S.1.2.,121,10,0.0421,354,17
COF,EconsightMetaverse,,2875,3D Image Modelling,IC5.3.1.,57,2,0.0198,354,17
COF,EconsightMetaverse,,2875,"NFT, Non-fungible Token",IC5.3.18.,9,0,0.0031,354,17
COF,EconsightMetaverse,,2875,Avatar,IC5.2.1.,27,1,0.0094,354,17
COF,EconsightMetaverse,,2875,GPU Graphic Processor Technology,IC5.3.17.,4,0,0.0014,354,17
COF,EconsightMetaverse,,2875,"VR & AR, XR, Meta",IC5.2.10.,210,5,0.073,354,17
685870,EconsightMetaverse,,19019,3D Image Modelling,IC5.3.1.,4,1,0.0002,24,3
685870,EconsightMetaverse,,19019,Avatar,IC5.2.1.,6,1,0.0003,24,3
685870,EconsightMetaverse,,19019,GPU Graphic Processor Technology,IC5.3.17.,10,2,0.0005,24,3
685870,EconsightMetaverse,,19019,"VR & AR, XR, Meta",IC5.2.10.,11,0,0.0006,24,3
KR51WD,EconsightMetaverse,,255,3D Image Modelling,IC5.3.1.,3,1,0.0118,7,1
KR51WD,EconsightMetaverse,,255,Avatar,IC5.2.1.,2,1,0.0078,7,1
KR51WD,EconsightMetaverse,,255,"VR & AR, XR, Meta",IC5.2.10.,4,0,0.0157,7,1
KR008J,EconsightMetaverse,,92,Blockchain,7S.1.2.,4,0,0.0435,4,0
483410,EconsightMetaverse,,5109,Avatar,IC5.2.1.,12,3,0.0023,80,16
483410,EconsightMetaverse,,5109,Blockchain,7S.1.2.,13,5,0.0025,80,16
483410,EconsightMetaverse,,5109,Digital Twin,IC5.3.14.,21,2,0.0041,80,16
483410,EconsightMetaverse,,5109,3D Image Modelling,IC5.3.1.,30,5,0.0059,80,16
483410,EconsightMetaverse,,5109,GPU Graphic Processor Technology,IC5.3.17.,4,1,0.0008,80,16
483410,EconsightMetaverse,,5109,"VR & AR, XR, Meta",IC5.2.10.,37,4,0.0072,80,16
663955,EconsightMetaverse,,2146,3D Image Modelling,IC5.3.1.,353,39,0.1645,489,55
663955,EconsightMetaverse,,2146,Avatar,IC5.2.1.,62,7,0.0289,489,55
663955,EconsightMetaverse,,2146,"VR & AR, XR, Meta",IC5.2.10.,194,31,0.0904,489,55
663955,EconsightMetaverse,,2146,GPU Graphic Processor Technology,IC5.3.17.,24,4,0.0112,489,55
U1232,EconsightMetaverse,,1262,3D Image Modelling,IC5.3.1.,1,0,0.0008,4,1
U1232,EconsightMetaverse,,1262,"VR & AR, XR, Meta",IC5.2.10.,3,1,0.0024,4,1
U1232,EconsightMetaverse,,1262,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0008,4,1
MU,EconsightMetaverse,,11164,Blockchain,7S.1.2.,42,13,0.0038,315,42
MU,EconsightMetaverse,,11164,3D Image Modelling,IC5.3.1.,13,1,0.0012,315,42
MU,EconsightMetaverse,,11164,Avatar,IC5.2.1.,8,4,0.0007,315,42
MU,EconsightMetaverse,,11164,GPU Graphic Processor Technology,IC5.3.17.,220,22,0.0197,315,42
MU,EconsightMetaverse,,11164,"VR & AR, XR, Meta",IC5.2.10.,46,5,0.0041,315,42
TW03LD,EconsightMetaverse,,62,"VR & AR, XR, Meta",IC5.2.10.,2,0,0.0323,2,0
81660,EconsightMetaverse,,1444,3D Image Modelling,IC5.3.1.,11,3,0.0076,76,22
81660,EconsightMetaverse,,1444,Avatar,IC5.2.1.,5,1,0.0035,76,22
81660,EconsightMetaverse,,1444,"VR & AR, XR, Meta",IC5.2.10.,73,21,0.0506,76,22
CUM,EconsightMetaverse,,3650,3D Image Modelling,IC5.3.1.,1,1,0.0003,10,4
CUM,EconsightMetaverse,,3650,Avatar,IC5.2.1.,2,0,0.0005,10,4
CUM,EconsightMetaverse,,3650,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0003,10,4
CUM,EconsightMetaverse,,3650,Digital Twin,IC5.3.14.,7,3,0.0019,10,4
CN1I8Q,EconsightMetaverse,,21893,Avatar,IC5.2.1.,20,0,0.0009,131,3
CN1I8Q,EconsightMetaverse,,21893,GPU Graphic Processor Technology,IC5.3.17.,6,1,0.0003,131,3
CN1I8Q,EconsightMetaverse,,21893,"VR & AR, XR, Meta",IC5.2.10.,13,1,0.0006,131,3
CN1I8Q,EconsightMetaverse,,21893,3D Image Modelling,IC5.3.1.,69,0,0.0032,131,3
CN1I8Q,EconsightMetaverse,,21893,Blockchain,7S.1.2.,12,0,0.0005,131,3
CN1I8Q,EconsightMetaverse,,21893,Digital Twin,IC5.3.14.,23,1,0.0011,131,3
621179,EconsightMetaverse,,731,3D Image Modelling,IC5.3.1.,3,0,0.0041,9,0
621179,EconsightMetaverse,,731,Avatar,IC5.2.1.,1,0,0.0014,9,0
621179,EconsightMetaverse,,731,"VR & AR, XR, Meta",IC5.2.10.,8,0,0.0109,9,0
647068,EconsightMetaverse,,1410,3D Image Modelling,IC5.3.1.,1,0,0.0007,2,1
647068,EconsightMetaverse,,1410,Avatar,IC5.2.1.,1,1,0.0007,2,1
888051,EconsightMetaverse,,1413,GPU Graphic Processor Technology,IC5.3.17.,1,1,0.0007,1,1
601090,EconsightMetaverse,,2210,Blockchain,7S.1.2.,1,1,0.0005,4,1
601090,EconsightMetaverse,,2210,Digital Twin,IC5.3.14.,1,0,0.0005,4,1
601090,EconsightMetaverse,,2210,"VR & AR, XR, Meta",IC5.2.10.,2,0,0.0009,4,1
612392,EconsightMetaverse,,510,3D Image Modelling,IC5.3.1.,4,0,0.0078,6,0
612392,EconsightMetaverse,,510,Avatar,IC5.2.1.,1,0,0.002,6,0
612392,EconsightMetaverse,,510,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.002,6,0
CN1IBT,EconsightMetaverse,,3826,Blockchain,7S.1.2.,1,0,0.0003,11,0
CN1IBT,EconsightMetaverse,,3826,3D Image Modelling,IC5.3.1.,6,0,0.0016,11,0
CN1IBT,EconsightMetaverse,,3826,"VR & AR, XR, Meta",IC5.2.10.,5,0,0.0013,11,0
CN1IBT,EconsightMetaverse,,3826,Digital Twin,IC5.3.14.,1,0,0.0003,11,0
685873,EconsightMetaverse,,6336,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0002,26,6
685873,EconsightMetaverse,,6336,3D Image Modelling,IC5.3.1.,17,4,0.0027,26,6
685873,EconsightMetaverse,,6336,Avatar,IC5.2.1.,1,1,0.0002,26,6
685873,EconsightMetaverse,,6336,"VR & AR, XR, Meta",IC5.2.10.,12,1,0.0019,26,6
HWP,EconsightMetaverse,,14400,Avatar,IC5.2.1.,44,0,0.0031,526,21
HWP,EconsightMetaverse,,14400,GPU Graphic Processor Technology,IC5.3.17.,63,3,0.0044,526,21
HWP,EconsightMetaverse,,14400,"VR & AR, XR, Meta",IC5.2.10.,247,5,0.0172,526,21
HWP,EconsightMetaverse,,14400,"NFT, Non-fungible Token",IC5.3.18.,2,0,0.0001,526,21
HWP,EconsightMetaverse,,14400,3D Image Modelling,IC5.3.1.,233,14,0.0162,526,21
HWP,EconsightMetaverse,,14400,Blockchain,7S.1.2.,38,2,0.0026,526,21
HWP,EconsightMetaverse,,14400,Digital Twin,IC5.3.14.,11,0,0.0008,526,21
ERTS,EconsightMetaverse,,454,Blockchain,7S.1.2.,3,0,0.0066,231,23
ERTS,EconsightMetaverse,,454,3D Image Modelling,IC5.3.1.,112,11,0.2467,231,23
ERTS,EconsightMetaverse,,454,Avatar,IC5.2.1.,107,6,0.2357,231,23
ERTS,EconsightMetaverse,,454,GPU Graphic Processor Technology,IC5.3.17.,10,0,0.022,231,23
ERTS,EconsightMetaverse,,454,"VR & AR, XR, Meta",IC5.2.10.,109,17,0.2401,231,23
635640,EconsightMetaverse,,6611,Avatar,IC5.2.1.,1,0,0.0002,26,4
635640,EconsightMetaverse,,6611,"VR & AR, XR, Meta",IC5.2.10.,14,2,0.0021,26,4
635640,EconsightMetaverse,,6611,3D Image Modelling,IC5.3.1.,18,4,0.0027,26,4
NL10BK,EconsightMetaverse,,3,Blockchain,7S.1.2.,1,0,0.3333,1,0
US60XP,EconsightMetaverse,,1422,3D Image Modelling,IC5.3.1.,8,2,0.0056,23,3
US60XP,EconsightMetaverse,,1422,Avatar,IC5.2.1.,1,0,0.0007,23,3
US60XP,EconsightMetaverse,,1422,Digital Twin,IC5.3.14.,4,0,0.0028,23,3
US60XP,EconsightMetaverse,,1422,"VR & AR, XR, Meta",IC5.2.10.,17,3,0.012,23,3
US9D19,EconsightMetaverse,,265,3D Image Modelling,IC5.3.1.,4,2,0.0151,41,28
US9D19,EconsightMetaverse,,265,Avatar,IC5.2.1.,2,1,0.0075,41,28
US9D19,EconsightMetaverse,,265,GPU Graphic Processor Technology,IC5.3.17.,1,1,0.0038,41,28
US9D19,EconsightMetaverse,,265,"VR & AR, XR, Meta",IC5.2.10.,37,26,0.1396,41,28
613210,EconsightMetaverse,,6767,Blockchain,7S.1.2.,1,0,0.0001,20,3
613210,EconsightMetaverse,,6767,Digital Twin,IC5.3.14.,16,2,0.0024,20,3
613210,EconsightMetaverse,,6767,3D Image Modelling,IC5.3.1.,2,1,0.0003,20,3
613210,EconsightMetaverse,,6767,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0001,20,3
CH90EG,EconsightMetaverse,,2030,3D Image Modelling,IC5.3.1.,8,3,0.0039,29,9
CH90EG,EconsightMetaverse,,2030,"VR & AR, XR, Meta",IC5.2.10.,28,9,0.0138,29,9
GRMN,EconsightMetaverse,,409,3D Image Modelling,IC5.3.1.,6,0,0.0147,9,0
GRMN,EconsightMetaverse,,409,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0024,9,0
GRMN,EconsightMetaverse,,409,Avatar,IC5.2.1.,2,0,0.0049,9,0
602150,EconsightMetaverse,,5183,Blockchain,7S.1.2.,1,0,0.0002,67,3
602150,EconsightMetaverse,,5183,3D Image Modelling,IC5.3.1.,19,2,0.0037,67,3
602150,EconsightMetaverse,,5183,Avatar,IC5.2.1.,2,0,0.0004,67,3
602150,EconsightMetaverse,,5183,"VR & AR, XR, Meta",IC5.2.10.,50,1,0.0096,67,3
477670,EconsightMetaverse,,8756,3D Image Modelling,IC5.3.1.,31,2,0.0035,78,4
477670,EconsightMetaverse,,8756,Avatar,IC5.2.1.,1,0,0.0001,78,4
477670,EconsightMetaverse,,8756,Blockchain,7S.1.2.,1,0,0.0001,78,4
477670,EconsightMetaverse,,8756,Digital Twin,IC5.3.14.,2,0,0.0002,78,4
477670,EconsightMetaverse,,8756,"VR & AR, XR, Meta",IC5.2.10.,36,3,0.0041,78,4
477670,EconsightMetaverse,,8756,GPU Graphic Processor Technology,IC5.3.17.,14,0,0.0016,78,4
691898,EconsightMetaverse,,2011,3D Image Modelling,IC5.3.1.,6,1,0.003,8,1
691898,EconsightMetaverse,,2011,"VR & AR, XR, Meta",IC5.2.10.,6,1,0.003,8,1
US9KYD,EconsightMetaverse,,20,Avatar,IC5.2.1.,1,1,0.05,2,2
US9KYD,EconsightMetaverse,,20,3D Image Modelling,IC5.3.1.,2,2,0.1,2,2
B01MJR,EconsightMetaverse,,660,3D Image Modelling,IC5.3.1.,3,1,0.0045,3,1
SEE,EconsightMetaverse,,451,Blockchain,7S.1.2.,1,0,0.0022,2,0
SEE,EconsightMetaverse,,451,3D Image Modelling,IC5.3.1.,1,0,0.0022,2,0
TW002R,EconsightMetaverse,,40202,3D Image Modelling,IC5.3.1.,111,9,0.0028,353,18
TW002R,EconsightMetaverse,,40202,Avatar,IC5.2.1.,27,0,0.0007,353,18
TW002R,EconsightMetaverse,,40202,Digital Twin,IC5.3.14.,6,0,0.0001,353,18
TW002R,EconsightMetaverse,,40202,"VR & AR, XR, Meta",IC5.2.10.,129,9,0.0032,353,18
TW002R,EconsightMetaverse,,40202,Blockchain,7S.1.2.,69,1,0.0017,353,18
TW002R,EconsightMetaverse,,40202,GPU Graphic Processor Technology,IC5.3.17.,48,2,0.0012,353,18
KR01CO,EconsightMetaverse,,490,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.002,1,0
WDC,EconsightMetaverse,,9789,Blockchain,7S.1.2.,12,1,0.0012,32,3
WDC,EconsightMetaverse,,9789,Avatar,IC5.2.1.,3,0,0.0003,32,3
WDC,EconsightMetaverse,,9789,GPU Graphic Processor Technology,IC5.3.17.,16,2,0.0016,32,3
WDC,EconsightMetaverse,,9789,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0001,32,3
WDC,EconsightMetaverse,,9789,"NFT, Non-fungible Token",IC5.3.18.,3,0,0.0003,32,3
661982,EconsightMetaverse,,798,Avatar,IC5.2.1.,1,0,0.0013,13,0
661982,EconsightMetaverse,,798,Blockchain,7S.1.2.,9,0,0.0113,13,0
661982,EconsightMetaverse,,798,3D Image Modelling,IC5.3.1.,1,0,0.0013,13,0
661982,EconsightMetaverse,,798,GPU Graphic Processor Technology,IC5.3.17.,2,0,0.0025,13,0
661982,EconsightMetaverse,,798,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0013,13,0
689544,EconsightMetaverse,,2043,3D Image Modelling,IC5.3.1.,12,0,0.0059,13,0
689544,EconsightMetaverse,,2043,"VR & AR, XR, Meta",IC5.2.10.,7,0,0.0034,13,0
689544,EconsightMetaverse,,2043,Digital Twin,IC5.3.14.,1,0,0.0005,13,0
635694,EconsightMetaverse,,25158,3D Image Modelling,IC5.3.1.,213,16,0.0085,729,44
635694,EconsightMetaverse,,25158,Avatar,IC5.2.1.,61,0,0.0024,729,44
635694,EconsightMetaverse,,25158,GPU Graphic Processor Technology,IC5.3.17.,151,12,0.006,729,44
635694,EconsightMetaverse,,25158,"VR & AR, XR, Meta",IC5.2.10.,224,13,0.0089,729,44
635694,EconsightMetaverse,,25158,Blockchain,7S.1.2.,169,10,0.0067,729,44
635694,EconsightMetaverse,,25158,Digital Twin,IC5.3.14.,10,0,0.0004,729,44
635694,EconsightMetaverse,,25158,"NFT, Non-fungible Token",IC5.3.18.,1,0,0,729,44
US1861,EconsightMetaverse,,134,3D Image Modelling,IC5.3.1.,50,14,0.3731,113,16
US1861,EconsightMetaverse,,134,Avatar,IC5.2.1.,79,9,0.5896,113,16
US1861,EconsightMetaverse,,134,GPU Graphic Processor Technology,IC5.3.17.,1,1,0.0075,113,16
US1861,EconsightMetaverse,,134,"VR & AR, XR, Meta",IC5.2.10.,99,14,0.7388,113,16
US1861,EconsightMetaverse,,134,Blockchain,7S.1.2.,1,0,0.0075,113,16
US18GB,EconsightMetaverse,,70,3D Image Modelling,IC5.3.1.,7,5,0.1,59,41
US18GB,EconsightMetaverse,,70,"VR & AR, XR, Meta",IC5.2.10.,59,41,0.8429,59,41
18390,EconsightMetaverse,,66,Avatar,IC5.2.1.,1,0,0.0152,2,1
18390,EconsightMetaverse,,66,Blockchain,7S.1.2.,1,1,0.0152,2,1
DLX,EconsightMetaverse,,29,Blockchain,7S.1.2.,1,0,0.0345,1,0
US507Y,EconsightMetaverse,,287,Avatar,IC5.2.1.,3,3,0.0105,6,6
US507Y,EconsightMetaverse,,287,Digital Twin,IC5.3.14.,1,1,0.0035,6,6
US507Y,EconsightMetaverse,,287,Blockchain,7S.1.2.,2,2,0.007,6,6
TW00C1,EconsightMetaverse,,5388,Digital Twin,IC5.3.14.,2,0,0.0004,54,6
TW00C1,EconsightMetaverse,,5388,3D Image Modelling,IC5.3.1.,9,1,0.0017,54,6
TW00C1,EconsightMetaverse,,5388,Avatar,IC5.2.1.,1,0,0.0002,54,6
TW00C1,EconsightMetaverse,,5388,"VR & AR, XR, Meta",IC5.2.10.,20,0,0.0037,54,6
TW00C1,EconsightMetaverse,,5388,GPU Graphic Processor Technology,IC5.3.17.,25,5,0.0046,54,6
MATW,EconsightMetaverse,,121,3D Image Modelling,IC5.3.1.,1,0,0.0083,3,0
MATW,EconsightMetaverse,,121,Avatar,IC5.2.1.,1,0,0.0083,3,0
MATW,EconsightMetaverse,,121,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0083,3,0
12905,EconsightMetaverse,,10,3D Image Modelling,IC5.3.1.,1,0,0.1,1,0
12905,EconsightMetaverse,,10,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.1,1,0
DWD,EconsightMetaverse,,268,Blockchain,7S.1.2.,1,1,0.0037,3,1
DWD,EconsightMetaverse,,268,GPU Graphic Processor Technology,IC5.3.17.,2,0,0.0075,3,1
DIS,EconsightMetaverse,,2726,Blockchain,7S.1.2.,23,0,0.0084,947,59
DIS,EconsightMetaverse,,2726,Digital Twin,IC5.3.14.,3,0,0.0011,947,59
DIS,EconsightMetaverse,,2726,"NFT, Non-fungible Token",IC5.3.18.,13,0,0.0048,947,59
DIS,EconsightMetaverse,,2726,GPU Graphic Processor Technology,IC5.3.17.,22,2,0.0081,947,59
DIS,EconsightMetaverse,,2726,3D Image Modelling,IC5.3.1.,674,46,0.2472,947,59
DIS,EconsightMetaverse,,2726,Avatar,IC5.2.1.,205,20,0.0752,947,59
DIS,EconsightMetaverse,,2726,"VR & AR, XR, Meta",IC5.2.10.,399,38,0.1464,947,59
680436,EconsightMetaverse,,6238,3D Image Modelling,IC5.3.1.,1,0,0.0002,32,3
680436,EconsightMetaverse,,6238,Avatar,IC5.2.1.,1,0,0.0002,32,3
680436,EconsightMetaverse,,6238,Blockchain,7S.1.2.,10,2,0.0016,32,3
680436,EconsightMetaverse,,6238,"VR & AR, XR, Meta",IC5.2.10.,19,1,0.003,32,3
680436,EconsightMetaverse,,6238,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0002,32,3
US512U,EconsightMetaverse,,182,3D Image Modelling,IC5.3.1.,16,2,0.0879,17,2
US512U,EconsightMetaverse,,182,Avatar,IC5.2.1.,1,0,0.0055,17,2
US512U,EconsightMetaverse,,182,GPU Graphic Processor Technology,IC5.3.17.,2,0,0.011,17,2
US512U,EconsightMetaverse,,182,"VR & AR, XR, Meta",IC5.2.10.,7,1,0.0385,17,2
PMTC,EconsightMetaverse,,55,3D Image Modelling,IC5.3.1.,18,3,0.3273,22,4
PMTC,EconsightMetaverse,,55,Avatar,IC5.2.1.,1,1,0.0182,22,4
PMTC,EconsightMetaverse,,55,Digital Twin,IC5.3.14.,4,1,0.0727,22,4
PMTC,EconsightMetaverse,,55,"VR & AR, XR, Meta",IC5.2.10.,14,3,0.2545,22,4
CA11RF,EconsightMetaverse,,21,3D Image Modelling,IC5.3.1.,1,0,0.0476,1,0
MRK,EconsightMetaverse,,3093,Blockchain,7S.1.2.,5,3,0.0016,9,3
MRK,EconsightMetaverse,,3093,3D Image Modelling,IC5.3.1.,1,0,0.0003,9,3
MRK,EconsightMetaverse,,3093,"VR & AR, XR, Meta",IC5.2.10.,3,0,0.001,9,3
US01TG,EconsightMetaverse,,572,3D Image Modelling,IC5.3.1.,1,0,0.0017,2,0
US01TG,EconsightMetaverse,,572,Blockchain,7S.1.2.,1,0,0.0017,2,0
SBC,EconsightMetaverse,,7568,3D Image Modelling,IC5.3.1.,92,9,0.0122,445,31
SBC,EconsightMetaverse,,7568,Avatar,IC5.2.1.,116,8,0.0153,445,31
SBC,EconsightMetaverse,,7568,"VR & AR, XR, Meta",IC5.2.10.,294,13,0.0388,445,31
SBC,EconsightMetaverse,,7568,GPU Graphic Processor Technology,IC5.3.17.,4,0,0.0005,445,31
SBC,EconsightMetaverse,,7568,Blockchain,7S.1.2.,74,11,0.0098,445,31
SBC,EconsightMetaverse,,7568,Digital Twin,IC5.3.14.,10,0,0.0013,445,31
SBC,EconsightMetaverse,,7568,"NFT, Non-fungible Token",IC5.3.18.,2,0,0.0003,445,31
KR05BR,EconsightMetaverse,,476,3D Image Modelling,IC5.3.1.,19,0,0.0399,47,0
KR05BR,EconsightMetaverse,,476,Avatar,IC5.2.1.,14,0,0.0294,47,0
KR05BR,EconsightMetaverse,,476,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0021,47,0
KR05BR,EconsightMetaverse,,476,"VR & AR, XR, Meta",IC5.2.10.,17,0,0.0357,47,0
KR05BR,EconsightMetaverse,,476,Blockchain,7S.1.2.,2,0,0.0042,47,0
KR05BR,EconsightMetaverse,,476,"NFT, Non-fungible Token",IC5.3.18.,3,0,0.0063,47,0
MHK,EconsightMetaverse,,435,3D Image Modelling,IC5.3.1.,1,0,0.0023,1,0
MHK,EconsightMetaverse,,435,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0023,1,0
KR50ZF,EconsightMetaverse,,468,Avatar,IC5.2.1.,5,1,0.0107,39,4
KR50ZF,EconsightMetaverse,,468,Blockchain,7S.1.2.,8,2,0.0171,39,4
KR50ZF,EconsightMetaverse,,468,3D Image Modelling,IC5.3.1.,18,1,0.0385,39,4
KR50ZF,EconsightMetaverse,,468,"VR & AR, XR, Meta",IC5.2.10.,18,0,0.0385,39,4
444747,EconsightMetaverse,,156,3D Image Modelling,IC5.3.1.,1,0,0.0064,1,0
486317,EconsightMetaverse,,21,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0476,1,0
TW00QF,EconsightMetaverse,,2881,3D Image Modelling,IC5.3.1.,17,0,0.0059,71,1
TW00QF,EconsightMetaverse,,2881,Avatar,IC5.2.1.,2,0,0.0007,71,1
TW00QF,EconsightMetaverse,,2881,GPU Graphic Processor Technology,IC5.3.17.,42,1,0.0146,71,1
TW00QF,EconsightMetaverse,,2881,"VR & AR, XR, Meta",IC5.2.10.,18,0,0.0062,71,1
US52F8,EconsightMetaverse,,77,Blockchain,7S.1.2.,2,1,0.026,2,1
612528,EconsightMetaverse,,545,3D Image Modelling,IC5.3.1.,1,0,0.0018,8,0
612528,EconsightMetaverse,,545,"VR & AR, XR, Meta",IC5.2.10.,2,0,0.0037,8,0
612528,EconsightMetaverse,,545,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0018,8,0
612528,EconsightMetaverse,,545,Blockchain,7S.1.2.,4,0,0.0073,8,0
NFLX,EconsightMetaverse,,301,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0033,10,1
NFLX,EconsightMetaverse,,301,3D Image Modelling,IC5.3.1.,1,0,0.0033,10,1
NFLX,EconsightMetaverse,,301,"VR & AR, XR, Meta",IC5.2.10.,9,1,0.0299,10,1
CMCSA,EconsightMetaverse,,2302,Blockchain,7S.1.2.,18,4,0.0078,237,73
CMCSA,EconsightMetaverse,,2302,3D Image Modelling,IC5.3.1.,137,33,0.0595,237,73
CMCSA,EconsightMetaverse,,2302,"NFT, Non-fungible Token",IC5.3.18.,3,3,0.0013,237,73
CMCSA,EconsightMetaverse,,2302,Avatar,IC5.2.1.,33,11,0.0143,237,73
CMCSA,EconsightMetaverse,,2302,GPU Graphic Processor Technology,IC5.3.17.,4,1,0.0017,237,73
CMCSA,EconsightMetaverse,,2302,"VR & AR, XR, Meta",IC5.2.10.,130,60,0.0565,237,73
ABT,EconsightMetaverse,,4793,3D Image Modelling,IC5.3.1.,7,1,0.0015,29,12
ABT,EconsightMetaverse,,4793,Avatar,IC5.2.1.,8,2,0.0017,29,12
ABT,EconsightMetaverse,,4793,GPU Graphic Processor Technology,IC5.3.17.,3,1,0.0006,29,12
ABT,EconsightMetaverse,,4793,"VR & AR, XR, Meta",IC5.2.10.,9,5,0.0019,29,12
ABT,EconsightMetaverse,,4793,Blockchain,7S.1.2.,5,4,0.001,29,12
ABT,EconsightMetaverse,,4793,Digital Twin,IC5.3.14.,1,0,0.0002,29,12
691148,EconsightMetaverse,,3260,3D Image Modelling,IC5.3.1.,3,0,0.0009,10,0
691148,EconsightMetaverse,,3260,Avatar,IC5.2.1.,3,0,0.0009,10,0
691148,EconsightMetaverse,,3260,Blockchain,7S.1.2.,1,0,0.0003,10,0
691148,EconsightMetaverse,,3260,"VR & AR, XR, Meta",IC5.2.10.,7,0,0.0021,10,0
38470,EconsightMetaverse,,191,Blockchain,7S.1.2.,3,1,0.0157,5,1
38470,EconsightMetaverse,,191,3D Image Modelling,IC5.3.1.,1,0,0.0052,5,1
38470,EconsightMetaverse,,191,Avatar,IC5.2.1.,2,0,0.0105,5,1
38470,EconsightMetaverse,,191,"VR & AR, XR, Meta",IC5.2.10.,1,0,0.0052,5,1
SPC,EconsightMetaverse,,71,3D Image Modelling,IC5.3.1.,5,0,0.0704,15,0
SPC,EconsightMetaverse,,71,Avatar,IC5.2.1.,3,0,0.0423,15,0
SPC,EconsightMetaverse,,71,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0141,15,0
SPC,EconsightMetaverse,,71,"VR & AR, XR, Meta",IC5.2.10.,7,0,0.0986,15,0
SPC,EconsightMetaverse,,71,Blockchain,7S.1.2.,1,0,0.0141,15,0
465940,EconsightMetaverse,,538,3D Image Modelling,IC5.3.1.,3,0,0.0056,17,3
465940,EconsightMetaverse,,538,Avatar,IC5.2.1.,2,0,0.0037,17,3
465940,EconsightMetaverse,,538,"VR & AR, XR, Meta",IC5.2.10.,9,1,0.0167,17,3
465940,EconsightMetaverse,,538,Blockchain,7S.1.2.,5,2,0.0093,17,3
465940,EconsightMetaverse,,538,Digital Twin,IC5.3.14.,1,0,0.0019,17,3
474184,EconsightMetaverse,,4369,Digital Twin,IC5.3.14.,1,0,0.0002,18,7
474184,EconsightMetaverse,,4369,Avatar,IC5.2.1.,3,2,0.0007,18,7
474184,EconsightMetaverse,,4369,"VR & AR, XR, Meta",IC5.2.10.,9,0,0.0021,18,7
474184,EconsightMetaverse,,4369,Blockchain,7S.1.2.,6,6,0.0014,18,7
474184,EconsightMetaverse,,4369,GPU Graphic Processor Technology,IC5.3.17.,1,1,0.0002,18,7
SE803H,EconsightMetaverse,,92,GPU Graphic Processor Technology,IC5.3.17.,1,0,0.0109,1,0
AG,EconsightMetaverse,,1406,3D Image Modelling,IC5.3.1.,4,3,0.0028,13,4
AG,EconsightMetaverse,,1406,Avatar,IC5.2.1.,1,0,0.0007,13,4
AG,EconsightMetaverse,,1406,"VR & AR, XR, Meta",IC5.2.10.,10,2,0.0071,13,4
MSFT,EconsightMetaverse,,30361,Avatar,IC5.2.1.,908,293,0.0299,3879,990
MSFT,EconsightMetaverse,,30361,Blockchain,7S.1.2.,172,58,0.0057,3879,990
MSFT,EconsightMetaverse,,30361,Digital Twin,IC5.3.14.,22,7,0.0007,3879,990
MSFT,EconsightMetaverse,,30361,"NFT, Non-fungible Token",IC5.3.18.,4,3,0.0001,3879,990
MSFT,EconsightMetaverse,,30361,"VR & AR, XR, Meta",IC5.2.10.,2501,670,0.0824,3879,990
MSFT,EconsightMetaverse,,30361,GPU Graphic Processor Technology,IC5.3.17.,475,87,0.0156,3879,990
MSFT,EconsightMetaverse,,30361,3D Image Modelling,IC5.3.1.,1240,432,0.0408,3879,990
MCHP,EconsightMetaverse,,3312,GPU Graphic Processor Technology,IC5.3.17.,10,4,0.003,14,6
MCHP,EconsightMetaverse,,3312,Blockchain,7S.1.2.,1,1,0.0003,14,6
MCHP,EconsightMetaverse,,3312,"VR & AR, XR, Meta",IC5.2.10.,2,1,0.0006,14,6
MCHP,EconsightMetaverse,,3312,Digital Twin,IC5.3.14.,1,0,0.0003,14,6
416279,EconsightMetaverse,,5919,Blockchain,7S.1.2.,29,4,0.0049,195,17
416279,EconsightMetaverse,,5919,Digital Twin,IC5.3.14.,6,0,0.001,195,17
